# R: 1.000000e+02
# Number density as a function of    z
# 175 species in total
# Species list has 25 lines
#       e-            H            C           CH            O           OH           C2   
#      C2H           CN           C3          C3H           C4          C4H           H2   
#      H2O           O2           CO          CH4          NH3           NO           He   
#      HCO            N          CH2          CH3           NH          NH2           Mg   
#     C2H2          HCN         C2H3           Si           N2          SiH         SiH2   
#     H2CO         SiH3         SiH4        CH3OH            S           HS          H2S   
#     C3H2       CH2CCH       CH3CCH          SiC         HCSi        CH3CN        CH2CO   
#      SiN         HNSi           CS          SiO          CO2          HCS           NS   
#     H2CS           SO          C3N         C4H2         HC3N          C3O          C2S   
#       Fe          SiS          OCS          SO2           S2          C3S           H+   
#       C+          CH+           O+          OH+          C2+         C2H+          CN+   
#      C3+         C3H+          C4+         C4H+          H2+         H2O+          O2+   
#      CO+         CH4+         NH3+          NO+          He+         HCO+           N+   
#     CH2+         CH3+          NH+         NH2+          Mg+        C2H2+         HCN+   
#    C2H3+          Si+          N2+         SiH+        SiH2+        H2CO+        SiH3+   
#    SiH4+       CH3OH+           S+          HS+         H2S+        C3H2+      CH2CCH+   
#  CH3CCH+         SiC+        HCSi+       CH3CN+       CH2CO+         SiN+        HNSi+   
#      CS+         SiO+         CO2+         HCS+          NS+        H2CS+          SO+   
#     C3N+        C4H2+        HC3N+         C3O+         C2S+          Fe+         SiS+   
#     OCS+         SO2+          S2+         C3S+          HNC         SiO2          H3+   
#     CH5+         NH4+         H3O+        H2NC+        HCNH+        C2H4+         N2H+   
#    H3CO+      CH3OH2+        SiH5+         H3S+         C2N+         CNC+         C2O+   
#    HC2O+        C3H5+      CH3CNH+       CH3CO+        HCO2+        SiOH+        H3CS+   
#     HNS+         HSO+       HC3NH+        HC3O+       C3H2O+       H3C3O+        HC2S+   
#    HSiS+        HOCS+        HSO2+     CH3C3NH+        H2S2+        HC3S+          C7+   
0.000000e+00 1.980646e-17
1.399204e+00 8.749912e-13 2.017517e+00 1.305674e+04 1.010934e-08 9.972467e-08 1.278658e-06 
6.782763e-06 2.147028e-13 2.293695e-09 3.940106e-09 1.833393e-13 4.266414e-13 5.915815e-16 
1.227774e-12 6.978059e-11 1.206841e-12 8.368516e-12 2.954503e-08 6.338518e-09 2.158730e-04 
1.692542e-09 1.624596e-10 4.951427e-06 5.868187e-07 4.516318e-06 2.617365e-03 9.935717e-09 
8.944942e-12 2.709155e-07 3.171063e-10 1.509085e-09 1.598715e+00 6.643868e-09 5.616729e-14 
2.006013e-07 5.103747e-08 1.622240e-10 5.886999e-16 6.977258e-12 1.347578e-09 3.208451e-17 
1.794398e-28 3.657852e-15 6.424225e-05 1.820567e-09 9.788608e-10 3.993823e-09 6.122719e-12 
1.372436e-09 3.989959e-22 1.579309e-16 4.160142e-17 1.468311e-08 2.283161e-13 1.100354e-17 
4.002445e-12 1.420920e-14 6.900802e-12 3.930081e-07 2.065132e-07 4.609429e-08 1.023415e-03 
7.209315e-16 1.179357e-07 1.336917e-11 1.922551e-13 2.342190e-19 3.797277e-01 2.613185e-14 
3.888393e-09 2.141182e-08 5.171045e-07 1.967189e-12 7.197462e-04 2.431335e+00 3.429369e-05 
5.077134e-08 1.911112e-04 5.197502e-03 1.770540e-07 2.749114e-07 3.912756e-09 1.209346e-05 
6.354359e-08 4.774031e-11 3.461842e-20 9.301030e-12 1.788378e-10 7.764372e-11 2.858292e-16 
4.685311e-09 4.732335e-07 2.293695e-11 8.260180e-08 1.762438e-06 2.256490e-06 1.031347e-06 
1.827774e-13 5.356094e-04 7.954117e-08 8.293547e-05 9.777193e-11 1.756889e-08 8.148990e-09 
2.524807e-17 6.690970e-07 3.385877e-04 1.423241e-12 3.241075e-16 2.319414e-12 3.841583e-19 
2.250000e+00 1.249449e-16
1.633236e+00 2.049074e+06 3.048064e-06 1.485344e-07 7.367679e+02 1.299642e-01 2.192955e-07 
8.295570e-08 2.245171e-07 1.183015e-05 8.062797e-07 2.142361e-11 4.722666e-06 2.081309e+08 
5.447043e+02 1.013791e+05 1.352344e+05 4.116113e+01 1.620170e+01 4.946431e-01 4.078543e+07 
1.102292e-07 7.336304e+00 7.447137e-10 2.829079e-06 2.962449e-03 2.415947e-02 2.883785e+00 
9.482010e-02 7.527638e-03 2.809244e-11 8.848238e-08 2.341344e+04 6.959130e-10 2.171549e-16 
4.354343e-03 3.297898e-17 2.712565e-14 2.032142e-07 2.017467e-02 4.198358e-09 4.430860e-07 
3.614547e-06 1.092219e-04 3.485516e-03 1.631710e-15 4.468499e-19 1.289610e-06 2.464014e-03 
2.861750e-11 1.127333e-10 5.207558e-02 1.070032e-01 1.087743e+03 1.645444e-10 7.296069e-08 
1.521208e-01 1.099294e+02 4.734499e-05 4.046392e-01 8.818042e-04 1.074577e+00 7.733832e-08 
7.265358e-01 1.376288e-12 1.177482e+00 7.627440e+03 1.127119e-08 4.511314e-08 2.783658e-06 
1.353131e-05 3.533657e-13 4.555573e-09 7.950555e-09 1.421249e-13 1.612611e-13 2.077048e-15 
9.418043e-13 1.661996e-11 3.112885e-13 9.744333e-13 5.805208e-08 1.297867e-08 3.367127e-04 
3.184961e-09 4.904064e-10 9.667456e-06 9.693733e-07 8.866290e-06 3.292116e-03 1.954240e-08 
1.757941e-11 4.905634e-07 6.237755e-10 2.972337e-09 1.299336e+00 9.494219e-09 1.533268e-13 
1.531578e-07 7.094263e-08 3.191524e-10 1.048227e-15 7.952420e-12 2.736814e-09 4.001553e-17 
5.648322e-28 8.439150e-15 1.256869e-04 1.971685e-09 1.019831e-09 2.451378e-10 1.445874e-12 
3.173432e-10 1.072988e-22 1.515699e-16 5.900259e-17 9.457148e-09 3.809123e-13 2.121266e-17 
1.393416e-11 4.852011e-14 5.981934e-12 5.545640e-07 3.541935e-07 3.058988e-08 1.464238e-03 
2.370265e-16 6.764425e-09 3.051069e-12 1.540891e-13 9.819953e-19 3.192444e-01 1.926086e-14 
5.951251e-09 4.385456e-08 5.595986e-07 2.077013e-13 9.601648e-04 1.390550e+00 6.633223e-05 
8.194344e-08 2.601637e-04 7.703810e-03 3.396862e-07 5.042682e-07 2.982056e-09 2.293841e-05 
1.005146e-07 9.959929e-11 3.017566e-20 5.419810e-12 1.012823e-10 1.807684e-10 3.169593e-16 
4.765507e-09 8.066453e-08 4.823347e-11 1.081445e-07 1.437924e-06 3.677882e-06 1.204108e-06 
5.833505e-13 8.733577e-04 1.348442e-08 3.164257e-05 1.010915e-10 9.705381e-09 7.063299e-09 
6.305206e-17 5.585276e-07 4.319892e-04 3.093633e-13 4.998166e-16 1.949582e-12 2.403404e-21 
2.500000e+00 2.398976e-16
1.252875e+00 2.128041e+06 3.559547e-06 2.443141e-07 7.645401e+02 1.369609e-01 1.965446e-07 
1.044642e-07 5.008284e-07 2.067490e-06 2.970019e-08 2.614183e-12 1.710635e-07 1.144424e+08 
4.683129e+02 5.596633e+04 7.512842e+04 1.936389e+01 1.185128e+01 5.210478e-01 2.252385e+07 
6.168773e-08 7.432416e+00 8.972275e-10 4.063163e-06 3.046518e-03 2.414994e-02 1.326795e+00 
5.570443e-02 7.385523e-03 2.082068e-11 2.069939e-07 1.292686e+04 6.740153e-11 3.061603e-16 
4.285953e-03 2.068285e-16 -5.406795e-14 2.171252e-07 3.972858e-02 3.266605e-09 1.999853e-07 
2.456981e-06 2.015280e-05 4.680994e-04 3.061054e-15 1.214505e-18 1.534066e-06 1.703862e-03 
2.867835e-12 3.786538e-11 4.105475e-02 9.820956e-02 1.613473e+02 1.389023e-10 1.423802e-07 
1.059831e-01 1.104483e+02 6.395766e-06 3.530225e-04 1.193033e-04 1.007495e-01 8.311522e-08 
3.285002e-01 2.027735e-12 8.059705e-01 4.162312e+03 1.553586e-08 4.136132e-08 6.259685e-06 
2.619726e-05 5.830043e-13 8.801987e-09 1.581316e-08 5.671370e-14 6.348695e-14 7.239298e-15 
3.092423e-13 5.395963e-12 8.397345e-14 1.540412e-13 1.111608e-07 2.648798e-08 5.418253e-04 
5.930135e-09 1.438777e-09 1.849002e-05 1.693473e-06 1.702002e-05 4.062949e-03 3.765572e-08 
3.367702e-11 8.422621e-07 1.202092e-09 5.737531e-09 9.833434e-01 1.863501e-08 4.048750e-13 
1.597422e-07 9.526962e-08 6.151636e-10 3.644316e-15 8.438782e-12 5.735277e-09 8.333059e-17 
-3.704817e-27 1.898791e-14 2.391279e-04 2.182966e-09 1.029527e-09 2.517074e-11 4.713075e-13 
1.082147e-10 2.947243e-22 3.845252e-16 1.203830e-16 1.046461e-08 5.995151e-13 4.059743e-17 
4.883931e-11 1.817768e-13 3.089345e-12 1.006402e-06 5.981255e-07 3.501652e-08 2.066635e-03 
1.119425e-16 3.314236e-10 1.023703e-12 5.400259e-14 6.733340e-18 2.490345e-01 1.804412e-14 
1.166722e-08 8.909871e-08 7.598704e-07 2.104301e-14 1.229870e-03 7.288136e-01 1.240513e-04 
1.276924e-07 3.437476e-04 1.099697e-02 6.271997e-07 9.281192e-07 3.106142e-09 4.172183e-05 
1.597993e-07 1.916168e-10 3.186994e-19 3.204235e-12 2.161393e-10 4.220485e-10 2.136132e-16 
7.067088e-09 1.963391e-08 1.035387e-10 1.343439e-07 7.001389e-07 6.194741e-06 1.394533e-06 
1.906073e-12 1.447030e-03 3.276563e-09 5.196302e-06 1.436956e-10 7.330796e-09 1.029559e-08 
1.573975e-16 5.955998e-07 5.434271e-04 9.367973e-14 8.943534e-16 3.235110e-12 1.830993e-23 
2.750000e+00 4.223648e-16
8.922057e-01 1.948130e+06 6.291901e-06 3.892516e-07 7.682422e+02 1.310306e-01 1.482556e-07 
1.433116e-07 1.123048e-06 1.264604e-06 8.597609e-09 9.650613e-13 4.740747e-08 5.894981e+07 
3.131263e+02 2.886017e+04 3.902420e+04 8.012825e+00 7.944115e+00 4.985353e-01 1.168522e+07 
3.435084e-08 7.177147e+00 1.027425e-09 4.673748e-06 2.801612e-03 2.138406e-02 5.090785e-01 
2.797966e-02 6.623426e-03 1.608141e-11 4.358100e-07 6.703685e+03 5.496748e-11 2.732579e-16 
3.637583e-03 2.234447e-17 1.152038e-14 1.723781e-07 7.332747e-02 2.829922e-09 9.342643e-08 
1.360936e-06 9.054173e-06 1.613957e-04 5.913751e-15 2.914112e-18 1.623610e-06 1.061968e-03 
2.291537e-12 9.134729e-12 3.345201e-02 8.458584e-02 3.764174e+01 1.105247e-10 2.405818e-07 
5.820951e-02 1.054705e+02 2.173868e-06 1.085571e-06 4.086055e-05 1.634290e-02 7.319578e-08 
1.238042e-01 3.375337e-12 5.151984e-01 2.111039e+03 1.925584e-08 3.234422e-08 1.368107e-05 
4.654388e-05 8.367976e-13 1.559568e-08 2.952806e-08 4.570167e-14 5.723167e-14 2.253145e-14 
1.725469e-13 4.518103e-12 4.689480e-14 8.543177e-14 1.948449e-07 5.125920e-08 8.518549e-04 
1.036438e-08 3.450038e-09 3.271125e-05 3.011065e-06 3.006699e-05 5.178232e-03 6.695225e-08 
5.909163e-11 1.273570e-06 2.137675e-09 1.022372e-08 6.894057e-01 3.266564e-08 9.676303e-13 
1.579485e-07 1.465527e-07 1.094064e-09 5.227185e-15 9.826452e-12 1.210266e-08 9.610685e-17 
4.168108e-27 3.345611e-14 4.213614e-04 2.705700e-09 1.023544e-09 1.182648e-11 3.980815e-13 
8.636655e-11 1.379887e-21 1.049131e-15 2.454007e-16 1.015436e-08 9.938101e-13 8.713914e-17 
1.598056e-10 6.636750e-13 2.461086e-12 1.929148e-06 9.380423e-07 3.590933e-08 2.744921e-03 
1.313592e-16 1.296847e-10 8.708430e-13 3.311739e-14 4.180661e-17 1.758169e-01 1.834319e-14 
2.288827e-08 1.679796e-07 9.890854e-07 1.808951e-14 1.469756e-03 3.444615e-01 2.118418e-04 
1.726481e-07 4.150615e-04 1.370314e-02 1.049098e-06 1.553006e-06 3.068078e-09 6.935579e-05 
2.252939e-07 2.719533e-10 3.663272e-20 2.237845e-12 6.246459e-10 9.772748e-10 2.178078e-16 
1.065560e-08 1.200940e-08 1.946473e-10 1.479853e-07 5.432961e-07 9.440775e-06 1.416555e-06 
6.029412e-12 2.533412e-03 1.992555e-09 1.496688e-06 1.837286e-10 5.287129e-09 1.280783e-08 
4.937458e-16 7.650249e-07 7.049038e-04 6.812716e-14 1.372104e-15 4.450837e-12 4.116262e-24 
3.000000e+00 6.699832e-16
5.725205e-01 1.537941e+06 1.749464e-05 6.210688e-07 7.430121e+02 1.130503e-01 1.058674e-07 
1.652525e-07 2.189698e-06 1.016801e-06 4.016003e-09 5.909392e-13 2.071186e-08 2.843558e+07 
1.620228e+02 1.389890e+04 1.902346e+04 2.845297e+00 4.763245e+00 4.295729e-01 5.694922e+06 
1.837706e-08 6.547376e+00 1.087895e-09 4.099945e-06 2.277898e-03 1.660906e-02 1.544767e-01 
1.046379e-02 5.179461e-03 1.145670e-11 7.930037e-07 3.265046e+03 4.660709e-11 3.099889e-16 
2.491022e-03 2.085049e-17 6.312006e-15 9.969547e-08 1.256216e-01 2.743282e-09 4.476482e-08 
5.621748e-07 4.957606e-06 7.053064e-05 1.099865e-14 5.805433e-18 1.426420e-06 5.895337e-04 
1.906180e-12 1.665333e-12 2.888808e-02 6.514233e-02 1.476450e+01 7.740734e-11 3.466856e-07 
2.491606e-02 9.395344e+01 9.056887e-07 3.353595e-07 1.746609e-05 4.258478e-03 4.585249e-08 
3.707422e-02 6.287641e-12 3.081070e-01 9.861242e+02 2.223511e-08 1.931673e-08 2.812254e-05 
7.554265e-05 1.015453e-12 2.505896e-08 5.210068e-08 4.734527e-14 6.168637e-14 5.962217e-14 
1.500233e-13 4.834436e-12 4.112114e-14 7.506134e-14 3.071044e-07 9.428166e-08 1.305716e-03 
1.656203e-08 6.440098e-09 5.298275e-05 5.633128e-06 4.808145e-05 6.704757e-03 1.080935e-07 
9.454668e-11 1.678808e-06 3.451842e-09 1.654496e-08 4.296179e-01 4.617119e-08 2.038165e-12 
1.366825e-07 2.558198e-07 1.766545e-09 1.279018e-14 1.254603e-11 2.512069e-08 1.643105e-16 
9.833068e-27 4.651321e-14 6.808666e-04 4.275017e-09 1.013255e-09 7.774298e-12 4.282973e-13 
8.337198e-11 7.870950e-21 2.940780e-15 4.591551e-16 7.934450e-09 1.706195e-12 2.071987e-16 
4.770209e-10 2.177675e-12 3.180426e-12 3.853354e-06 1.386483e-06 3.105719e-08 3.497093e-03 
1.854957e-16 8.556157e-11 9.187554e-13 3.266107e-14 2.082740e-16 1.089494e-01 2.426265e-14 
4.708331e-08 2.847155e-07 1.281907e-06 2.368683e-14 1.593790e-03 1.439496e-01 3.252211e-04 
1.972540e-07 4.637721e-04 1.507015e-02 1.591405e-06 2.356170e-06 2.652149e-09 1.045455e-04 
2.716447e-07 2.889441e-10 4.863708e-20 2.143223e-12 1.758649e-09 2.152699e-09 3.523022e-16 
1.540606e-08 9.434670e-09 3.097859e-10 1.479446e-07 6.872581e-07 1.288446e-05 1.256314e-06 
1.835132e-11 4.633089e-03 1.546949e-09 7.235704e-07 1.972815e-10 3.475736e-09 1.209664e-08 
1.935484e-15 1.156859e-06 9.266403e-04 5.982240e-14 2.123014e-15 4.716064e-12 2.632590e-24 
3.250000e+00 9.637928e-16
3.282568e-01 1.049190e+06 4.205587e-05 1.006911e-06 6.798603e+02 8.962321e-02 5.912595e-08 
1.540267e-07 3.702949e-06 6.415093e-07 1.742822e-09 2.760070e-13 7.941905e-09 1.284623e+07 
7.215243e+01 6.211240e+03 8.710696e+03 8.629450e-01 2.551011e+00 3.385877e-01 2.607325e+06 
9.309145e-09 5.593432e+00 1.064915e-09 2.783827e-06 1.676706e-03 1.163064e-02 3.826966e-02 
3.157632e-03 3.489788e-03 7.282349e-12 1.249652e-06 1.493290e+03 3.643003e-11 3.222863e-16 
1.351392e-03 1.861804e-17 3.251128e-15 4.667165e-08 2.022190e-01 3.032070e-09 2.262525e-08 
1.922256e-07 2.322239e-06 2.657916e-05 1.968193e-14 9.787039e-18 1.018831e-06 2.901440e-04 
1.485987e-12 4.518017e-13 2.644626e-02 4.334905e-02 6.030508e+00 5.337245e-11 4.492417e-07 
9.131138e-03 7.588419e+01 3.230651e-07 9.277461e-08 6.403183e-06 9.935168e-04 2.314411e-08 
8.987412e-03 1.161362e-11 1.760165e-01 4.184108e+02 2.573533e-08 9.921203e-09 5.328263e-05 
1.137594e-04 1.090261e-12 3.674664e-08 8.921711e-08 4.147355e-14 5.555373e-14 1.357605e-13 
1.146543e-13 4.446012e-12 3.198551e-14 5.860084e-14 4.381168e-07 1.691106e-07 1.917242e-03 
2.434083e-08 9.314714e-09 7.918367e-05 1.106246e-05 7.023631e-05 8.086460e-03 1.598619e-07 
1.404809e-10 1.947947e-06 5.105858e-09 2.452540e-08 2.291483e-01 5.158173e-08 3.848183e-12 
1.012814e-07 4.525069e-07 2.612457e-09 3.029326e-14 1.563443e-11 4.791268e-08 2.725998e-16 
2.150918e-26 5.616563e-14 1.032394e-03 8.950334e-09 1.019162e-09 4.768428e-12 3.960972e-13 
7.126840e-11 4.959257e-20 8.398205e-15 7.744583e-16 5.537693e-09 2.774830e-12 4.804657e-16 
1.282019e-09 6.079328e-12 4.166682e-12 7.735829e-06 1.929488e-06 2.560292e-08 4.330836e-03 
2.191225e-16 5.245783e-11 8.381889e-13 2.885851e-14 8.249843e-16 5.786708e-02 3.594979e-14 
1.060892e-07 4.259226e-07 1.722356e-06 3.063933e-14 1.545498e-03 5.236907e-02 4.476694e-04 
1.892442e-07 4.884089e-04 1.530611e-02 2.239168e-06 3.313984e-06 1.963213e-09 1.418360e-04 
2.762322e-07 2.602522e-10 6.474169e-20 2.940370e-12 4.621104e-09 4.259927e-09 5.714702e-16 
2.055363e-08 6.670448e-09 4.187864e-10 1.367913e-07 8.836978e-07 1.581140e-05 9.963286e-07 
5.306637e-11 7.993299e-03 1.075382e-09 3.275435e-07 1.760157e-10 2.056857e-09 9.743210e-09 
7.862624e-15 1.764379e-06 1.128148e-03 4.438299e-14 4.967460e-15 4.420439e-12 1.555827e-24 
3.500000e+00 1.270160e-15
1.783101e-01 6.227117e+05 1.008123e-04 1.648880e-06 5.708518e+02 6.723977e-02 3.288977e-08 
1.165617e-07 5.648449e-06 4.006042e-07 7.405764e-10 1.168884e-13 2.616719e-09 5.439363e+06 
3.116287e+01 2.543268e+03 3.746807e+03 2.231086e-01 1.255498e+00 2.506786e-01 1.121397e+06 
5.018693e-09 4.419561e+00 1.007136e-09 1.541829e-06 1.167993e-03 7.630287e-03 9.008193e-03 
8.513462e-04 2.196482e-03 4.194434e-12 1.677898e-06 6.411147e+02 2.464666e-11 2.979738e-16 
6.073313e-04 1.424070e-17 1.587579e-15 2.064146e-08 3.109783e-01 3.833004e-09 1.378842e-08 
5.963199e-08 9.914791e-07 9.320244e-06 3.669907e-14 1.480126e-17 6.591176e-07 1.308448e-04 
1.033810e-12 1.775960e-13 2.517327e-02 2.451583e-02 2.318565e+00 3.923930e-11 5.734827e-07 
3.156529e-03 5.437631e+01 1.081642e-07 3.144368e-08 2.179559e-06 1.906466e-04 1.121577e-08 
2.027185e-03 1.877496e-11 9.832494e-02 1.579452e+02 3.004273e-08 5.078689e-09 9.213149e-05 
1.624519e-04 1.195357e-12 4.947005e-08 1.496872e-07 3.178653e-14 4.406822e-14 2.906985e-13 
7.211187e-14 3.702862e-12 2.070922e-14 3.828366e-14 5.717418e-07 2.980328e-07 2.489531e-03 
3.331386e-08 1.047852e-08 1.074954e-04 1.975057e-05 9.504989e-05 8.318483e-03 2.194054e-07 
1.985690e-10 2.000427e-06 7.008861e-09 3.374202e-08 1.060068e-01 4.380492e-08 6.888513e-12 
6.144347e-08 7.138994e-07 3.584728e-09 6.454445e-14 1.633266e-11 7.616481e-08 3.895443e-16 
4.345063e-26 6.000460e-14 1.520346e-03 2.187342e-08 1.071297e-09 2.854650e-12 3.322910e-13 
5.310184e-11 3.011425e-19 2.420805e-14 1.206100e-15 3.443460e-09 3.969347e-12 9.174959e-16 
3.099606e-09 1.404930e-11 5.071650e-12 1.425127e-05 2.351606e-06 2.068157e-08 4.931005e-03 
2.379820e-16 2.676230e-11 7.006260e-13 2.097728e-14 2.538095e-15 2.672657e-02 5.338466e-14 
2.388772e-07 5.536257e-07 2.280151e-06 4.170636e-14 1.386456e-03 1.664118e-02 5.509634e-04 
1.521471e-07 4.550716e-04 1.436729e-02 2.897801e-06 4.282544e-06 1.189574e-09 1.705161e-04 
2.244862e-07 2.123459e-10 7.182456e-20 5.093154e-12 1.117717e-08 7.703265e-09 8.660962e-16 
2.187468e-08 4.216360e-09 4.921670e-10 1.108581e-07 1.021857e-06 1.598341e-05 6.842956e-07 
1.410043e-10 1.110900e-02 6.633156e-10 1.149472e-07 1.183654e-10 9.880896e-10 7.295280e-09 
2.598291e-14 2.310742e-06 1.135769e-03 2.856105e-14 1.946937e-14 3.906739e-12 7.949282e-25 
3.750000e+00 1.559268e-15
9.851916e-02 3.252936e+05 2.356218e-04 2.729361e-06 4.256980e+02 4.959883e-02 2.303625e-08 
7.677153e-08 8.028003e-06 2.714231e-07 3.836965e-10 4.980019e-14 8.246918e-10 2.160852e+06 
1.400013e+01 9.358152e+02 1.513993e+03 5.047415e-02 5.690190e-01 1.803432e-01 4.530852e+05 
3.310997e-09 3.195829e+00 1.002941e-09 7.774532e-07 8.144840e-04 4.897655e-03 2.297894e-03 
2.257331e-04 1.381084e-03 2.386706e-12 1.954127e-06 2.582564e+02 1.522828e-11 2.622947e-16 
2.468193e-04 9.045369e-18 7.044504e-16 9.804333e-09 4.706719e-01 5.608356e-09 1.195528e-08 
1.792874e-08 4.494677e-07 3.552443e-06 8.005197e-14 2.301933e-17 4.356518e-07 5.731965e-05 
6.712149e-13 7.548099e-14 2.479949e-02 1.188388e-02 7.964243e-01 3.351534e-11 8.119239e-07 
1.113195e-03 3.414737e+01 3.986663e-08 1.563273e-08 8.052842e-07 2.967953e-05 6.321795e-09 
4.850987e-04 2.534952e-11 5.448707e-02 5.125226e+01 3.648590e-08 2.919919e-09 1.475228e-04 
2.277679e-04 1.864571e-12 6.176267e-08 2.417677e-07 2.399250e-14 3.489248e-14 6.387868e-13 
3.828956e-14 3.200556e-12 1.139237e-14 2.171641e-14 6.944099e-07 5.050128e-07 2.652561e-03 
4.335492e-08 9.749706e-09 1.287643e-04 2.759809e-05 1.217873e-04 7.103322e-03 2.852095e-07 
2.769303e-10 1.896207e-06 9.112679e-09 4.396813e-08 4.417238e-02 2.901044e-08 1.235654e-11 
3.098802e-08 9.507260e-07 4.657365e-09 1.213980e-13 1.361426e-11 9.691283e-08 4.628141e-16 
7.670204e-26 5.612202e-14 2.302044e-03 5.650629e-08 1.233546e-09 1.889622e-12 2.905074e-13 
3.713182e-11 1.666231e-18 7.131619e-14 2.070903e-15 1.919579e-09 5.171064e-12 1.353639e-15 
6.892015e-09 2.747683e-11 5.561041e-12 2.262041e-05 2.407267e-06 1.679367e-08 4.858582e-03 
2.837008e-16 1.140390e-11 6.271597e-13 1.255577e-14 6.402992e-15 1.113247e-02 7.541507e-14 
4.589385e-07 6.185276e-07 2.869815e-06 6.921579e-14 1.186772e-03 4.737198e-03 6.110185e-04 
1.078712e-07 3.429040e-04 1.233670e-02 3.333219e-06 4.907137e-06 5.988597e-10 1.805738e-04 
1.445111e-07 1.635142e-10 6.026055e-20 9.975657e-12 2.486315e-08 1.320344e-08 1.183205e-15 
1.683058e-08 2.554210e-09 5.205152e-10 7.636828e-08 1.014075e-06 1.237305e-05 4.082621e-07 
3.557679e-10 1.124465e-02 3.882312e-10 2.810705e-08 5.732889e-11 3.644452e-10 5.544906e-09 
6.333712e-14 2.423949e-06 8.696559e-04 1.810389e-14 9.855022e-14 3.388115e-12 4.306653e-25 
